artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__publication_place,artifact__publisher,artifact__tags,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash,artifact__people_author,atrifact__doi
"
          Reliability Compliance Monitoring System for Area Control and Area Interchange Errors: Graphic-Geographic Visualization Package        ",,presentation-lecture,,2001,,https://eta-publications.lbl.gov/publications/reliability-compliance-monitoring,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/martinez-multi-view-visualizations-nerc-presentation.pdf,,,,,,,,,,Carlos A Martinez,
"
          Reliability Compliance Monitoring System for Area Control and Area Interchange Errors: Graphic-Geographic Visualization Package        ",,presentation-lecture,,2001,,https://eta-publications.lbl.gov/publications/reliability-compliance-monitoring-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/martinez-multi-view-visualizations-nerc-presentation.pdf,,,,,,,,,,Consortium for Electric Reliability Technology Solutions|Electric Power Group,
"
          Strategies for Coupling Energy Simulation Programs and Computational Fluid Dynamics Programs        ",,conference-paper,,2001,,https://eta-publications.lbl.gov/publications/strategies-coupling-energy-simulation,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/48286.pdf,,,,,,,,,,Zhiqiang  Zhai|Qingyan  Chen|Joseph H Klems|Philip  Haves,
"
          21st Century Windows: Electrochromic Windows and Other Glazing Technologies        ",,article,,2000,,https://eta-publications.lbl.gov/publications/21st-century-windows-electrochromic,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/46644.pdf,,,,,,,,,,Stephen E Selkowitz,
"
          WINDOW 5.0 User Manual for Analyzing Window Thermal Performance        ",,report,,2001,,https://eta-publications.lbl.gov/publications/window-50-user-manual-analyzing,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/44789.pdf,,,,,,,,,,Robin  Mitchell|Christian  Kohler|Dariush K Arasteh|Charlie  Huizenga|Dragan C Curcija,
"
          Use of Whole Building Simulation in On-Line Performance Assessment: Modeling and Implementation Issues        ",,conference-paper,,2001,,https://eta-publications.lbl.gov/publications/use-whole-building-simulation-line-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/48284.pdf,,,,,,,,,,Philip  Haves|Tim I Salsbury|David  Claridge|Mingsheng  Liu,
"
          China's industrial sector in an international context        ",,report,,2000,,https://eta-publications.lbl.gov/publications/chinas-industrial-sector,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-46273.pdf,,,,,,,,,,Lynn K Price|Ernst  Worrell|Nathan C Martin|Bryan  Lehman|Jonathan E Sinton,
"
          China’s Industrial Sector in an International Context        ",,report,,2000,,https://eta-publications.lbl.gov/publications/china-s-industrial-sector,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-46273-china-industrial-sectormay-2000.pdf,,,,,,,,,,Lynn K Price|Ernst  Worrell|Nathan C Martin|Bryan  Lehman|Jonathan E Sinton,
"
          The effect of pavements' temperatures on air temperatures in large cities        ",,report,,2000,,https://eta-publications.lbl.gov/publications/effect-pavements-temperatures-air,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/2000_pomerantz_et_al_effect_of_pavement_temp_on_air_temp_in_large_cities.pdf,,,,,,,,,,Melvin  Pomerantz|Brian  Pon|Hashem  Akbari|Sheng-Chieh  Chang,
"
          Duct systems in large commercial buildings: physical characterization, air leakage and heat conduction  gains        ",,article,,2000,,https://eta-publications.lbl.gov/publications/duct-systems-large-commercial,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-42339-final-draft.pdf,,,,,,,,,,William J Fisk|William W Delp|Richard C Diamond|Darryl J Dickerhoff|Ronnen M Levinson|Mark P Modera|Albert  Nematollahi|Duo  Wang,
"
          Development of a Comprehensive Modal Emissions Model        ",,report,,2000,,https://eta-publications.lbl.gov/publications/development-comprehensive-modal,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-46116_1.pdf,,,,,,,,,,Matthew  Barth|Feng  An|Theodore  Younglove|George  Scora|Carrie  Levine|Marc  Ross|Thomas P Wenzel,
"
          Evaluation of the Enhanced Smog Check Program: A Report to the California Inspection and Maintenance Review Committee        ",,report,,2000,,https://eta-publications.lbl.gov/publications/evaluation-enhanced-smog-check,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-46117.pdf,,,,,,,,,,Thomas P Wenzel|Brett C Singer|Etan  Gumerman|Robert  Sawyer,
"
          Evaluation of the Effectiveness of Alternative Fast Pass, Fast Fail, and Retest Algorithms in the Phoenix IM147 Program        ",,report,,2000,,https://eta-publications.lbl.gov/publications/evaluation-effectiveness-alternative,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-48006.pdf,,,,,,,,,,Thomas P Wenzel,
"
          Estimating the greenhouse gas benefits of forestry projects: A Costa Rican Case Study        ",,report,,2000,,https://eta-publications.lbl.gov/publications/estimating-greenhouse-gas-benefits,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-42289.pdf,,,,,,,,,,Christopher B Busch|Jayant A Sathaye|G. Arturo  Sanchez-Azofeifa,
"
          Indoor Carbon Dioxide Concentrations and SBS in Office Workers        ",,conference-paper,,2000,,https://eta-publications.lbl.gov/publications/indoor-carbon-dioxide-concentrations,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-45019.pdf,,,,,,,,,,Michael G Apte|William J Fisk|Joan M Daisey,
"
          Implementation and testing of a fault detection software tool for improving  control system performance in a large commercial building        ",,proceedings,,2000,,https://eta-publications.lbl.gov/publications/implementation-and-testing-fault,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-45863.pdf,,,,,,,,,,Tim I Salsbury|Richard C Diamond,
"
          Impacts of U.S. Appliance Standards to Date        ",,report,,2000,,https://eta-publications.lbl.gov/publications/impacts-us-appliance-standards-date,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/impacts_of_us_appliance_standards_to_date_lbnl-45825.pdf,,,,,,,,,,James E McMahon|Peter T Chan|Stuart  Chaitkin,
"
          IBECS: An Integrated Building Environmental Communications System--Its Not Your Fathers Network        ",,conference-paper,,2000,,https://eta-publications.lbl.gov/publications/ibecs-integrated-building,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-46009.pdf,,,,,,,,,,Francis M Rubinstein|Stephen G Johnson,
"
          Historical Performance of the U.S. ESCO Industry: Results from the NAESCO Project Database        ",,report,,2000,,https://eta-publications.lbl.gov/publications/historical-performance-us-esco,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-46070.pdf,,,,,,,,,,Charles A Goldman|Patricia A Juergens|Meredith  Fowlie|Julie G Osborn|Kaoru  Kawamoto|Terry E Singer,
"
          Measured energy savings from the application of reflective roofs in 3 AT&T regeneration buildings        ",,report,,2000,,https://eta-publications.lbl.gov/publications/measured-energy-savings-application,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-47075.pdf,,,,,,,,,,Hashem  Akbari|Leo I Rainer,
"
          A Mathematical Model for Infiltration Heat Recovery        ",,report,,2000,,https://eta-publications.lbl.gov/publications/mathematical-model-infiltration-heat,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-44294.pdf,,,,,,,,,,Christopher R Buchanan|Max H Sherman,
"
          Managing Electricity Reliability Risk Through the Futures Markets        ",,report,,2000,,https://eta-publications.lbl.gov/publications/managing-electricity-reliability-risk,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/report-lbnl-47645.pdf,,,,,,,,,,Afzal S Siddiqui,
"
          Revealing myths about people, energy and buildings        ",,proceedings,,2000,,https://eta-publications.lbl.gov/publications/revealing-myths-about-people-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-45862.pdf,,,,,,,,,,Richard C Diamond|Mithra M Moezzi,
"
          Residential Market Transformation: National and Regional Indicators        ",,report,,2000,,https://eta-publications.lbl.gov/publications/residential-market-transformation,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/residential_market_transformation_national_and_regional_indicators_lbnl-45385.pdf,,,,,,,,,,Laura Van Wie McGrory|Maureen  McNamara|Margaret  Suozzo,
"
          Residential Commissioning: A Review of Related Literature        ",,report,,2000,,https://eta-publications.lbl.gov/publications/residential-commissioning-review,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-44535.pdf,,,,,,,,,,Craig P Wray|Mary Ann  Piette|Max H Sherman|Ronnen M Levinson|Nance  Matson|Debbie A Driscoll|Jennifer A McWilliams|Tengfang T Xu|William W Delp,
"
          Research Needs and Approaches Pertaining to the Indoor Climate and Productivity        ",,proceedings,,2000,,https://eta-publications.lbl.gov/publications/research-needs-and-approaches,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-48219.pdf,,,,,,,,,,David P Wyon|William J Fisk|Sari  Rautio,
"
          Research, Development, and Demonstration Needs for Large-Scale, Reliability- Enhancing, Integration of Distributed Energy Resources        ",,conference-paper,,2000,,https://eta-publications.lbl.gov/publications/research-development-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-46619.pdf,,,,,,,,,,Joseph H Eto|Vikram S Budhraja|Jim  Dyer|Mohan  Kondragunta,https://dx.doi.org/10.1109/HICSS.2000.926770
"
          Association of ventilation rates and CO",,article,,1999,,https://eta-publications.lbl.gov/publications/association-ventilation-rates-and-co2,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/43334.pdf,,,,,,,,,,Olli  Seppänen|William J Fisk|Mark J Mendell,https://dx.doi.org/10.1111/j.1600-0668.1999.00003.x
"
          Ancillary Services Markets in California        ",,report,,1999,,https://eta-publications.lbl.gov/publications/ancillary-services-markets-california,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/report-lbnl-43986.pdf,,,,,,,,,,Tomás  Gómez|Chris  Marnay|Afzal S Siddiqui|Lucy  Liew|Mark  Khavkin,
"
          Accommodating Uncertainty in Planning and Operations        ",,report,,1999,,https://eta-publications.lbl.gov/publications/accommodating-uncertainty-planning,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/accommodating-uncertainty-in-planning-and-operations.pdf,,,,,,,,,,Mark  Ivey|Abbas A Akhil|David  Robinson|Kevin  Stamber|Jason  Stamp|Kelvin  Chu,
"
          Demand-Side Management        ",,chapter,,1999,,https://eta-publications.lbl.gov/publications/demand-side-management,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/dsm-1999.pdf,,,,,,,,,,Joseph H Eto,
"
          Daylighting Simulation: Methods, Algorithms, and Resources        ",,report,,1999,,https://eta-publications.lbl.gov/publications/daylighting-simulation-methods,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/44296.pdf,,,,,,,,,,William L Carroll,
"
          A Database of Window Annual Energy Use in Typical North American Residences        ",,conference-paper,,1999,,https://eta-publications.lbl.gov/publications/database-window-annual-energy-use,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/44020.pdf,,,,,,,,,,Dariush K Arasteh|Yu Joe Huang|Robin  Mitchell|Robert D Clear|Christian  Kohler,
"
          Energy efficiency and carbon dioxide emissions reduction opportunities in the U.S. Iron and Steel sector        ",,report,,1999,,https://eta-publications.lbl.gov/publications/energy-efficiency-and-carbon-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-41724.pdf,,,,,,,,,,Ernst  Worrell|Nathan C Martin|Lynn K Price,
"
          Energy efficiency and carbon dioxide emissions reduction opportunities in the U.S. cement industry        ",,report,,1999,,https://eta-publications.lbl.gov/publications/energy-efficiency-and-carbon-dioxide,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-44182.pdf,,,,,,,,,,Nathan C Martin|Ernst  Worrell|Lynn K Price,
"
          Electricity Restructuring  and Value-Added Services: Does Direct Access Make a Difference        ",,report,,1999,,https://eta-publications.lbl.gov/publications/electricity-restructuring-and-value,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-44266.pdf,,,,,,,,,,William H Golove|Timothy  Beatty|Ryan H Wiser|Charles A Goldman,
"
          Efficient Thermal Energy Distribution in Commercial Buildings        ",,report,,1999,,https://eta-publications.lbl.gov/publications/efficient-thermal-energy-distribution,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-41365.pdf,,,,,,,,,,Mark P Modera|Tengfang T Xu|Helmut E Feustel|Nance  Matson|Charlie  Huizenga|Fred S Bauman|Edward A Arens|Tom R Borgers,
"
          In vitro model for intestinal uptake of benzo(a)pyrene        ",,report,,1999,,https://eta-publications.lbl.gov/publications/vitro-model-intestinal-uptake,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-43752.pdf,,,,,,,,,,Regine  Goth-Goldstein|Hoi-Ying N Holman|Marion L Russell,
"
          Net Energy Performance Measurements on Electrochromic Skylights        ",,article,,1999,,https://eta-publications.lbl.gov/publications/net-energy-performance-measurements,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/42825.pdf,,,,,,,,,,Joseph H Klems,
"
          Marginal Energy Prices Report        ",,report,,1999,,https://eta-publications.lbl.gov/publications/marginal-energy-prices-report,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/marginal_energy_prices_report_lbnl-46625.pdf,,,,,,,,,,Stuart  Chaitkin|Peter J Biermayer|Sarah E Bretz|Stephen R Brown|Sachu  Constantine|Diane C Fisher,
"
          Refractive Index Changes of Pd-Coated Magnesium Ianthanide Switchable Mirrors Upon Hydrogen Insertion        ",,article,,1999,,https://eta-publications.lbl.gov/publications/refractive-index-changes-pd-coated,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/41976.pdf,,,,,,,,,,Klaus  von Rottkay|Michael D Rubin|Peter A Duine,https://dx.doi.org/10.1063/1.369399
"
          Real Time Security Monitoring and Control of Power Systems        ",,report,,1999,,https://eta-publications.lbl.gov/publications/real-time-security-monitoring-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/rt-security-monitoring.pdf,,,,,,,,,,George  Gross|Anjan  Bose|Chris  DeMarco|Mangalore  Pai|James S Thorp|Pravin  Varaiya,
"
          THERM 2.0: A Building Component Model for Steady-State Two-Dimensional Heat Transfer        ",,conference-paper,,1999,,https://eta-publications.lbl.gov/publications/therm-20-building-component-model,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/43991.pdf,,,,,,,,,,Charlie  Huizenga|Dariush K Arasteh|Elizabeth U Finlayson|Robin  Mitchell|Brent T Griffith|Dragan C Curcija,
"
          Techniques for Reducing Exposures to Volatile Organic Compounds Associated with New Construction and Renovation        ",,report,,1999,,https://eta-publications.lbl.gov/publications/techniques-reducing-exposures,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-42704.pdf,,,,,,,,,,Alfred T Hodgson|Dorothy A Shimer,
"
          Can Duct-Tape Take the Heat?        ",,article,,1998,,https://eta-publications.lbl.gov/publications/can-duct-tape-take-heat,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-41434.pdf,,,,,,,,,,Max H Sherman|Iain S Walker,
"
          Application of Information Technologies in Building Design Decisions        ",,article,,1998,,https://eta-publications.lbl.gov/publications/application-information-technologies,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-41765.pdf,,,,,,,,,,Konstantinos M Papamichael,
